pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g,cwsn_sch_type,rte_25p_admission_yn,estd_year,certified_fit_india_yn,is_nsqf,prevoc_yn,stc_yn,smdc_pta_yn,smdc_pta_meeting,remedial_tch_enrol,learner_holistic_rptcard_yn,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,facility_librarian_yn,facility_land_avl_yn,facility_kitchen_garden_yn,facility_staff_qtr_yn,facility_tinkering_lab_yn,facility_boarding_pri_yn,facility_boarding_upr_yn,facility_boarding_sec_yn,facility_boarding_hsec_yn,facility_cyber_safety,facility_psycho_social,facility_enrichment_activities,safety_sdmp_plan_yn,safety_struct_safaud_yn,safety_nonstr_safaud_yn,safety_cctv_cam_yn,safety_fire_ext_yn,safety_nodal_tch_yn,safety_safty_trng_yn,safety_dismgmt_taug_yn,safety_slfdef_grt_yn,safety_slfdef_trained,safety_guide_display_yn,safety_tch_first_level_counsellor,safety_safe_sec_audit,safety_teacher_displaying_photo,safety_vidya_pravesh,safety_stu_atndnc_yn,safety_tch_atndnc_yn,safety_sch_youth_club_yn,safety_sch_eco_club_yn,safety_tch_icard_yn,safety_self_cert_obtained_yn
5296571,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Gaandhinagar Ward No.1,,,,3,3,1,12,5,246443,2,2,3,0,2,4,19,14,0,2,2,1,1,9,223,1,4,4,0,0,0,0,9,9,1997,9,2,2,2,9,0,0,9,1,1,1,1,18,18,18,0,0,1,2,2,4,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,2,2,1,2,1,3,1,3,1,1,9,10,0,5,0,0,0,0,0,3,1,2,1,1,1,1,2,2,2,9,2,2,0,0,,1,1,1,1,1,1,2,1,2,0,1,2,6,1,1,1,1,1,1,1,1
9624332,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Nagbugar Urf Farkhet,Nagbagar(Farkhet),Ghat,7,3,6,10,5,246435,2,2,1,3,2,4,19,14,0,2,0,2,9,9,210,1,0,0,0,0,0,0,9,9,2003,9,2,2,2,9,0,0,9,1,3,3,1,9,2,8,1,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,0,1,1,2,3,2,2,2,2,2,9,9,2,9,0,0,,1,1,2,1,1,1,1,1,2,4,1,1,6,1,2,1,1,1,1,1,1
3750340,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Uper Bazaar-Daando Ward No.6,,,,5,3,6,12,5,246443,2,2,3,0,2,19,4,14,0,2,2,1,9,9,223,1,0,0,0,0,0,0,9,9,1992,9,2,2,2,9,0,0,9,1,3,2,1,7,7,7,0,0,1,2,2,5,5,0,0,0,0,2,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,2,1,9,7,15,10,0,1,1,1,3,2,1,2,3,2,1,2,2,1,9,9,2,2,0,0,,1,2,2,1,1,1,2,1,2,0,1,2,6,2,2,2,2,1,1,1,1
6570989,UTTARAKHAND,CHAMOLI,THARALI,2,Tharali-Town Panchayat,Tharali (NP) - Uper Bazaar Tharali Ward No. 3,,,,1,3,1,5,5,246481,2,2,3,0,2,4,19,14,0,0,0,1,1,9,214,1,13,17,1,1,1,1,9,9,1988,9,2,9,2,9,0,0,9,1,2,2,1,5,2,5,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,1,2,1,1,2,3,2,1,2,9,9,2,9,9,9,0,0,,1,1,2,1,1,1,1,1,9,0,1,1,2,1,2,1,1,1,1,1,1
5597551,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kanda Maikhura,Kanda Maikhura,Karnaprayag,5,3,6,12,4,246446,2,2,3,0,2,4,19,14,0,2,2,2,9,9,225,1,0,0,0,0,0,0,9,9,1980,1,2,2,2,1,4,17,1,1,3,2,5,11,6,6,5,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,3,3,2,2,3,4,2,9,1,0,4,0,0,0,0,0,2,1,2,3,2,1,1,2,2,9,9,2,2,11,0,1.0,1,1,1,2,1,1,1,1,2,0,1,2,1,1,2,1,3,1,1,1,2
9508807,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Sagar Gangol Gaon Ward No.1,,,,1,3,1,5,1,246401,2,2,3,0,2,4,19,14,0,0,0,1,2,1,225,1,2,1,0,0,0,0,9,9,1954,1,2,9,2,2,0,0,2,3,1,1,5,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,1,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3683502,UTTARAKHAND,CHAMOLI,THARALI,1,,,Bursol,Bursol,Tharali,1,3,1,5,1,246481,2,2,3,0,2,4,19,14,0,0,0,2,2,2,221,1,0,0,0,0,0,0,9,9,1939,1,2,9,2,2,0,0,2,3,1,1,2,2,1,2,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2684268,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Gairoli,Chamola,Karnaprayag,1,3,1,5,1,246444,2,2,3,0,2,4,0,0,0,0,0,1,2,1,230,1,0,0,0,0,0,1,9,9,2008,1,2,9,2,2,0,1,1,3,2,2,2,2,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,2,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3199471,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Sawad,Sawad,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,0,0,0,0,2,2,2,232,1,0,0,0,0,1,0,9,9,1991,1,2,9,2,2,0,1,1,3,1,1,2,2,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,4,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,2
7607543,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Padli,Khatyari,Karnaprayag,1,3,1,5,1,246488,2,2,3,0,2,4,19,14,0,0,0,2,2,1,230,1,0,0,0,0,1,0,9,9,1998,1,2,9,2,2,0,3,1,3,2,2,5,3,1,3,0,0,1,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,5,5,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7857221,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Gudam,Gudam,Pokhari,1,3,1,5,1,246473,2,2,3,0,2,4,19,14,0,0,0,2,2,1,227,1,0,0,0,0,1,1,9,9,1942,1,2,9,2,2,0,2,1,3,1,1,1,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,2,1,1,2
1700764,UTTARAKHAND,CHAMOLI,THARALI,1,,,Chaunda,Chounda,Tharali,1,3,1,5,1,246481,2,2,3,0,2,4,0,0,0,0,0,1,2,1,223,1,0,0,0,0,0,0,9,9,1997,1,2,9,2,2,0,0,1,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,6,4,1.0,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1386632,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kandai,Kandai,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,0,0,0,0,0,2,2,2,225,1,0,0,0,0,0,0,9,9,2007,1,2,9,2,2,0,0,1,3,1,1,2,2,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,2
6338137,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sonala,Sonla,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,0,0,0,0,0,1,2,2,230,1,0,0,0,0,0,0,9,9,1978,1,2,9,2,2,0,0,2,3,1,1,2,2,1,0,2,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8710201,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Pungaon,Pungaon,Gairsain,7,3,6,10,1,246440,2,2,3,0,2,4,19,0,0,2,0,1,9,9,212,1,0,0,0,0,0,0,9,9,1985,1,2,2,2,1,1,0,1,3,2,1,1,5,5,2,0,3,1,1,1,2,2,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,1,2,3,2,1,1,2,2,9,9,2,9,0,0,1.0,1,1,1,2,1,1,1,1,1,26,1,1,1,1,1,2,2,1,1,1,1
4133676,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sinau Palla,Sinau Palla,Pokhari,5,3,6,12,1,246473,2,2,3,0,2,4,14,19,0,2,2,1,9,9,200,1,0,0,0,0,0,0,9,9,1975,1,2,2,2,1,2,0,1,3,7,3,5,7,1,0,0,7,1,2,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,4,4,4,4,4,4,4,4,4,2,9,0,0,2,0,0,0,0,0,1,1,2,1,2,1,1,2,2,9,9,2,1,0,0,1.0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1
8618165,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Gadkot,Garhkot,Narayanbagar,5,3,6,12,1,246444,2,2,3,0,2,4,0,0,0,2,2,2,9,9,38,1,0,0,0,0,0,0,9,9,1975,1,1,2,2,1,4,15,1,3,10,10,5,10,1,4,3,3,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,9,1,1,2,1,2,2,2,2,4,4,4,4,4,1,1,0,0,5,0,0,0,1,1,3,1,2,3,2,1,1,2,2,9,9,2,2,46,0,1.0,1,1,2,1,1,1,2,1,1,60,2,2,6,1,2,2,2,1,1,1,2
3251176,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Dhamak,Dhamak,Pokhari,5,3,6,12,1,246473,2,2,3,0,2,4,0,0,0,2,2,2,9,9,225,1,0,0,0,0,0,0,9,9,1982,1,2,2,2,1,0,0,1,3,4,1,5,7,7,4,3,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,2,2,2,2,2,2,2,2,4,2,9,0,0,5,0,0,0,1,1,2,1,2,3,2,1,1,2,2,9,9,2,2,0,0,1.0,1,1,1,2,1,1,1,1,1,20,1,1,5,1,1,2,2,1,1,1,1
8643742,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nakholi,Nakholi,Narayanbagar,4,3,6,8,1,246455,2,2,3,0,2,4,19,14,0,0,0,2,9,9,224,1,0,0,0,0,0,0,9,9,1984,1,2,2,2,2,0,4,1,3,2,2,2,3,2,0,3,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,16,16,1.0,1,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,2
5247968,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Himani Chack Bahantara,Himani,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,14,0,0,0,1,2,1,223,1,0,0,0,0,1,1,9,9,1997,1,2,9,2,1,5,0,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,6,2,1.0,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
9869269,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ganoli,Ganoli,Karnaprayag,4,3,6,8,1,246446,2,2,3,0,2,4,19,14,0,0,0,2,9,9,230,1,0,0,0,0,0,0,9,9,2006,1,2,2,2,2,0,4,1,3,1,1,2,3,1,0,0,3,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,9,9,9,9,8,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3478590,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Hailang,Helang,Joshimath,4,3,6,8,1,246443,2,2,3,0,2,4,19,14,0,0,0,2,9,9,225,1,0,0,0,0,0,0,9,9,1991,1,2,2,2,2,0,0,1,3,1,0,2,4,2,4,0,0,1,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,2,2,3,1,1,1,9,9,9,9,9,9,12,12,1.0,1,1,1,2,1,1,1,1,2,0,2,1,5,1,1,2,2,1,1,1,1
3237711,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kurar Gunth,Kurud Goonth,Ghat,5,3,6,12,1,246435,2,2,3,0,2,4,14,19,0,2,2,1,9,9,227,1,0,0,0,0,0,0,9,9,1978,1,2,2,2,1,2,0,1,3,3,3,7,8,3,7,1,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,4,4,4,4,4,2,4,4,4,2,9,0,0,8,0,0,0,3,0,2,1,2,3,2,1,1,2,2,9,9,2,2,0,0,1.0,1,1,1,2,1,1,1,1,2,56,1,1,1,1,2,2,3,1,1,1,1
7476487,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sarmola,Sarmola,Pokhari,5,3,6,12,1,246429,2,2,3,0,2,4,0,0,0,2,2,1,9,9,230,1,0,0,0,0,0,0,9,9,1982,1,2,2,2,1,3,0,1,3,3,2,3,9,3,4,4,1,2,1,1,2,1,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,2,2,2,4,4,2,4,4,4,1,2,1,0,2,0,0,0,0,1,1,1,1,3,2,1,1,2,2,9,9,2,2,133,0,1.0,1,1,1,2,1,1,1,1,1,45,1,2,2,1,1,2,2,1,1,1,1
5170371,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Badiya Sem,Silanga,Gairsain,4,3,6,8,1,246431,2,2,3,0,2,4,0,0,0,0,0,2,9,9,230,1,0,0,0,0,0,0,9,9,2009,1,2,2,2,1,7,3,1,3,1,1,2,3,3,0,0,3,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,1,5,1,1,2,1,1,2,2,1,1,1,1
9576433,UTTARAKHAND,CHAMOLI,DASHOLI,2,PIPALKOTI-Town Panchayat,Peepalkoti (NP)- Naurakh Peepalkoti Ward No.1,,,,2,3,1,8,5,246472,2,2,3,0,2,4,19,0,0,0,0,1,2,9,204,1,4,10,0,0,0,0,9,9,1983,9,2,2,2,9,0,0,9,1,3,3,7,8,1,8,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,1,1,2,3,2,1,2,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,2,1,1,1
3133689,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Guniyala Ward No. 4,,,,6,3,1,10,5,246473,2,2,3,0,2,19,4,14,0,2,0,2,1,9,228,1,0,0,0,0,0,0,9,9,2012,9,2,2,2,9,0,0,9,1,1,1,1,13,7,13,0,0,1,4,4,4,4,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,6,0,0,0,0,0,3,1,2,3,2,1,2,2,2,2,9,2,9,0,0,,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
1391137,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Painka-Maarwaadi Ward No.2,,,,3,3,1,12,5,246443,2,2,3,0,2,19,4,14,0,1,1,1,1,9,0,1,12,11,7,1,0,0,9,9,2013,9,2,2,2,9,0,0,9,1,3,3,1,17,12,17,0,0,1,15,15,15,15,1,1,1,1,16,0,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,2,0,50,0,0,1,3,2,3,1,1,3,1,2,1,2,1,2,9,2,2,0,0,,1,1,1,1,1,1,1,1,2,0,1,2,1,1,2,2,2,1,1,1,1
2870641,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Motha,Chaka,Ghat,1,3,1,5,1,246449,2,2,3,0,2,4,19,14,0,0,0,2,2,1,224,1,1,2,0,0,0,0,9,9,1995,1,2,9,2,1,4,0,1,3,1,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4857405,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Ringi,Ringi,Joshimath,1,3,1,5,1,246483,2,2,3,0,2,4,19,0,0,0,0,2,2,1,226,1,0,0,0,0,0,0,9,9,1956,1,2,9,2,1,11,14,1,3,2,2,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,2,2,1,1,2,1,9,0,1,1,4,1,1,2,2,1,1,1,1
8057750,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Harani Chak Mundoli,Harni,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,0,0,0,0,1,2,1,219,1,0,0,0,0,0,0,9,9,1973,1,2,9,2,2,0,3,1,3,1,1,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,2,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,36,35,1.0,1,1,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
9420024,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Jaikandi,Jaikandi (Barsoli),Karnaprayag,1,3,1,5,1,246446,2,2,3,0,2,4,0,0,0,0,0,1,2,1,237,1,0,0,0,0,0,3,9,9,1995,1,2,9,2,2,0,4,1,3,1,1,2,3,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
3943524,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Naugaon Malla,Moonson,Gairsain,1,3,1,5,1,246428,2,2,3,0,2,4,19,14,0,0,0,2,2,2,0,1,0,0,0,0,0,0,9,9,2007,1,2,9,2,2,0,0,1,3,1,1,5,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4389030,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Nijmola,Nijmula,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,0,0,0,0,0,2,2,2,221,1,0,0,0,0,0,1,9,9,2005,1,2,9,2,2,0,0,1,3,1,1,2,3,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
3522632,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kheta Manvati,Kheta Manmati,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,14,0,0,0,2,2,2,226,1,0,0,0,0,2,2,9,9,1901,2,2,9,2,2,0,0,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,2,2,3,2,2,1,9,9,2,9,9,9,0,0,2.0,1,2,2,2,1,2,2,1,9,0,1,2,4,1,1,2,2,2,1,1,2
3600118,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kumartoli,Kumjug,Ghat,1,3,1,5,5,246435,2,2,3,0,2,4,19,0,0,0,0,1,1,9,228,1,9,19,3,1,0,0,9,9,2007,9,2,9,2,9,0,0,9,2,1,1,1,7,2,7,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,0,0,0,1,2,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
